repo_owner,repo_name,pr_number,pr_url,pr_status,analysis_time_hours,size_files_changed,size_lines_added,size_lines_removed,description_chars,interaction_participants,interaction_comments,num_reviews
labuladong,fucking-algorithm,1372,https://github.com/labuladong/fucking-algorithm/pull/1372,MERGED,5.37,1,3,3,505,2,0,1
labuladong,fucking-algorithm,904,https://github.com/labuladong/fucking-algorithm/pull/904,CLOSED,8803.96,1,1,1,0,3,0,1
labuladong,fucking-algorithm,1087,https://github.com/labuladong/fucking-algorithm/pull/1087,MERGED,4476.44,1,7,7,0,2,0,1
labuladong,fucking-algorithm,1107,https://github.com/labuladong/fucking-algorithm/pull/1107,MERGED,652.52,1,1,1,0,2,0,1
labuladong,fucking-algorithm,980,https://github.com/labuladong/fucking-algorithm/pull/980,MERGED,68.21,1,30,30,0,2,0,1
labuladong,fucking-algorithm,608,https://github.com/labuladong/fucking-algorithm/pull/608,MERGED,2753.5,1,31,3,369,2,0,1
labuladong,fucking-algorithm,579,https://github.com/labuladong/fucking-algorithm/pull/579,CLOSED,2956.92,1,212,0,117,3,1,1
labuladong,fucking-algorithm,507,https://github.com/labuladong/fucking-algorithm/pull/507,MERGED,148.89,1,46,0,238,4,0,1
labuladong,fucking-algorithm,486,https://github.com/labuladong/fucking-algorithm/pull/486,CLOSED,172.24,1,55,4,142,2,2,1
labuladong,fucking-algorithm,324,https://github.com/labuladong/fucking-algorithm/pull/324,CLOSED,3237.01,1,59,1,124,2,0,1
labuladong,fucking-algorithm,322,https://github.com/labuladong/fucking-algorithm/pull/322,CLOSED,3237.24,1,47,3,236,2,0,1
labuladong,fucking-algorithm,318,https://github.com/labuladong/fucking-algorithm/pull/318,CLOSED,3238.71,2,153,5,116,2,0,1
labuladong,fucking-algorithm,338,https://github.com/labuladong/fucking-algorithm/pull/338,CLOSED,3226.74,3,84,19,110,2,1,1
labuladong,fucking-algorithm,427,https://github.com/labuladong/fucking-algorithm/pull/427,MERGED,1361.52,1,53,42,754,2,3,6
labuladong,fucking-algorithm,234,https://github.com/labuladong/fucking-algorithm/pull/234,CLOSED,1947.68,1,10,9,60,3,0,1
labuladong,fucking-algorithm,115,https://github.com/labuladong/fucking-algorithm/pull/115,MERGED,6.02,2,199,199,22,2,0,1
labuladong,fucking-algorithm,97,https://github.com/labuladong/fucking-algorithm/pull/97,MERGED,25.12,10,223,0,30,2,2,1
labuladong,fucking-algorithm,107,https://github.com/labuladong/fucking-algorithm/pull/107,MERGED,4.91,2,94,81,37,2,5,1
labuladong,fucking-algorithm,61,https://github.com/labuladong/fucking-algorithm/pull/61,MERGED,27.08,3,183,185,24,2,4,2
labuladong,fucking-algorithm,98,https://github.com/labuladong/fucking-algorithm/pull/98,MERGED,1.56,9,271,263,21,2,2,1
labuladong,fucking-algorithm,90,https://github.com/labuladong/fucking-algorithm/pull/90,MERGED,5.4,2,122,119,13,2,0,1
labuladong,fucking-algorithm,89,https://github.com/labuladong/fucking-algorithm/pull/89,MERGED,4.66,6,220,225,121,2,3,1
labuladong,fucking-algorithm,87,https://github.com/labuladong/fucking-algorithm/pull/87,MERGED,5.95,4,119,104,84,2,4,1
labuladong,fucking-algorithm,78,https://github.com/labuladong/fucking-algorithm/pull/78,MERGED,2.61,2,213,216,117,2,1,3
Genymobile,scrcpy,4154,https://github.com/Genymobile/scrcpy/pull/4154,CLOSED,19389.83,3,156,24,365,3,1,1
Genymobile,scrcpy,3341,https://github.com/Genymobile/scrcpy/pull/3341,CLOSED,28472.46,27,789,41,1028,4,7,8
Genymobile,scrcpy,6344,https://github.com/Genymobile/scrcpy/pull/6344,CLOSED,49.53,1,3,2,1393,4,15,2
Genymobile,scrcpy,5175,https://github.com/Genymobile/scrcpy/pull/5175,CLOSED,1994.81,23,334,62,259,3,1,1
Genymobile,scrcpy,5014,https://github.com/Genymobile/scrcpy/pull/5014,CLOSED,432.13,16,65,18,1289,3,9,15
Genymobile,scrcpy,4930,https://github.com/Genymobile/scrcpy/pull/4930,CLOSED,283.59,2,26,2,593,2,0,3
Genymobile,scrcpy,4830,https://github.com/Genymobile/scrcpy/pull/4830,CLOSED,25.41,6,97,36,227,2,1,1
Genymobile,scrcpy,4713,https://github.com/Genymobile/scrcpy/pull/4713,MERGED,26.84,15,348,184,700,4,4,3
Genymobile,scrcpy,4473,https://github.com/Genymobile/scrcpy/pull/4473,CLOSED,2246.5,38,1200,251,2106,5,29,8
Genymobile,scrcpy,4469,https://github.com/Genymobile/scrcpy/pull/4469,CLOSED,8206.46,4,114,36,543,2,15,2
Genymobile,scrcpy,4373,https://github.com/Genymobile/scrcpy/pull/4373,CLOSED,8.05,5,12,15,132,2,7,2
Genymobile,scrcpy,4213,https://github.com/Genymobile/scrcpy/pull/4213,CLOSED,2171.29,15,924,274,264,6,38,4
Genymobile,scrcpy,4130,https://github.com/Genymobile/scrcpy/pull/4130,MERGED,2483.97,8,127,11,846,2,2,1
Genymobile,scrcpy,4005,https://github.com/Genymobile/scrcpy/pull/4005,CLOSED,30.72,1,9,1,0,3,2,4
Genymobile,scrcpy,3979,https://github.com/Genymobile/scrcpy/pull/3979,CLOSED,587.06,4,72,1,534,2,3,1
Genymobile,scrcpy,3895,https://github.com/Genymobile/scrcpy/pull/3895,CLOSED,172.92,2,24,0,712,2,9,3
Genymobile,scrcpy,3721,https://github.com/Genymobile/scrcpy/pull/3721,CLOSED,14206.03,2,17,0,290,3,4,4
Genymobile,scrcpy,3704,https://github.com/Genymobile/scrcpy/pull/3704,MERGED,21.66,10,112,14,907,2,5,2
Genymobile,scrcpy,3592,https://github.com/Genymobile/scrcpy/pull/3592,CLOSED,202.0,0,0,0,480,2,1,1
Genymobile,scrcpy,3547,https://github.com/Genymobile/scrcpy/pull/3547,CLOSED,61.75,1,53,2,254,2,6,2
Genymobile,scrcpy,3523,https://github.com/Genymobile/scrcpy/pull/3523,CLOSED,190.14,2,6,2,114,2,4,2
Genymobile,scrcpy,3369,https://github.com/Genymobile/scrcpy/pull/3369,CLOSED,1280.17,10,98,29,290,3,8,11
Genymobile,scrcpy,3351,https://github.com/Genymobile/scrcpy/pull/3351,CLOSED,1789.41,3,41,3,254,4,15,1
Genymobile,scrcpy,3177,https://github.com/Genymobile/scrcpy/pull/3177,CLOSED,279.75,1,71,72,101,3,3,12
Genymobile,scrcpy,3174,https://github.com/Genymobile/scrcpy/pull/3174,CLOSED,113.55,1,5,5,114,2,3,4
Genymobile,scrcpy,3151,https://github.com/Genymobile/scrcpy/pull/3151,CLOSED,458.88,1,306,59,84,3,7,2
Genymobile,scrcpy,3126,https://github.com/Genymobile/scrcpy/pull/3126,CLOSED,171.77,1,3,3,83,4,2,22
Genymobile,scrcpy,3065,https://github.com/Genymobile/scrcpy/pull/3065,CLOSED,4440.23,3,44,65,49,2,0,4
Genymobile,scrcpy,2978,https://github.com/Genymobile/scrcpy/pull/2978,CLOSED,30.02,2,128,35,33,2,1,1
Genymobile,scrcpy,2952,https://github.com/Genymobile/scrcpy/pull/2952,MERGED,15.03,6,39,34,465,3,2,1
Genymobile,scrcpy,2831,https://github.com/Genymobile/scrcpy/pull/2831,MERGED,71.04,12,277,90,1203,2,4,1
Genymobile,scrcpy,2740,https://github.com/Genymobile/scrcpy/pull/2740,CLOSED,26.48,2,104,29,47,2,2,1
Genymobile,scrcpy,2686,https://github.com/Genymobile/scrcpy/pull/2686,CLOSED,51.37,2,147,60,0,2,2,1
Genymobile,scrcpy,2632,https://github.com/Genymobile/scrcpy/pull/2632,CLOSED,21032.84,18,931,23,569,5,48,7
Genymobile,scrcpy,2606,https://github.com/Genymobile/scrcpy/pull/2606,CLOSED,124.5,1,1,1,0,3,1,1
Genymobile,scrcpy,2519,https://github.com/Genymobile/scrcpy/pull/2519,CLOSED,27913.14,5,94,2,503,5,6,1
Genymobile,scrcpy,2405,https://github.com/Genymobile/scrcpy/pull/2405,CLOSED,28.97,3,43,23,0,2,6,1
Genymobile,scrcpy,2397,https://github.com/Genymobile/scrcpy/pull/2397,CLOSED,12.79,27,1727,94,524,2,5,1
Genymobile,scrcpy,2371,https://github.com/Genymobile/scrcpy/pull/2371,CLOSED,286.45,14,240,33,178,2,18,16
Genymobile,scrcpy,2318,https://github.com/Genymobile/scrcpy/pull/2318,CLOSED,313.13,2,744,0,96,3,2,2
Genymobile,scrcpy,2286,https://github.com/Genymobile/scrcpy/pull/2286,CLOSED,993.23,2,119,21,116,3,2,3
Genymobile,scrcpy,2265,https://github.com/Genymobile/scrcpy/pull/2265,CLOSED,8707.09,11,216,7,396,2,29,2
Genymobile,scrcpy,2260,https://github.com/Genymobile/scrcpy/pull/2260,CLOSED,188.87,13,155,34,218,2,11,6
Genymobile,scrcpy,2258,https://github.com/Genymobile/scrcpy/pull/2258,CLOSED,24.75,8,82,15,903,4,15,2
Genymobile,scrcpy,2195,https://github.com/Genymobile/scrcpy/pull/2195,CLOSED,364.16,2,729,0,41,3,10,10
Genymobile,scrcpy,6129,https://github.com/Genymobile/scrcpy/pull/6129,MERGED,141.12,5,67,281,311,2,0,2
Genymobile,scrcpy,6107,https://github.com/Genymobile/scrcpy/pull/6107,CLOSED,335.72,2,19,0,370,2,1,4
Genymobile,scrcpy,6079,https://github.com/Genymobile/scrcpy/pull/6079,CLOSED,316.33,1,29,29,135,2,2,2
Genymobile,scrcpy,6009,https://github.com/Genymobile/scrcpy/pull/6009,CLOSED,1211.96,5,78,29,803,3,22,2
Genymobile,scrcpy,5703,https://github.com/Genymobile/scrcpy/pull/5703,CLOSED,1418.45,15,219,9,87,2,8,6
Genymobile,scrcpy,5697,https://github.com/Genymobile/scrcpy/pull/5697,CLOSED,17.64,1,14,0,269,2,1,2
Genymobile,scrcpy,5669,https://github.com/Genymobile/scrcpy/pull/5669,CLOSED,185.97,6,210,39,447,2,10,3
Genymobile,scrcpy,5644,https://github.com/Genymobile/scrcpy/pull/5644,MERGED,4.19,5,76,5,1394,5,10,2
Genymobile,scrcpy,2130,https://github.com/Genymobile/scrcpy/pull/2130,CLOSED,28123.98,21,1159,5,3977,27,153,3
Genymobile,scrcpy,2123,https://github.com/Genymobile/scrcpy/pull/2123,CLOSED,288.0,1,4,4,0,3,4,1
Genymobile,scrcpy,2052,https://github.com/Genymobile/scrcpy/pull/2052,CLOSED,1320.86,1,14,1,0,2,4,1
Genymobile,scrcpy,2034,https://github.com/Genymobile/scrcpy/pull/2034,CLOSED,29.22,2,392,128,0,3,3,1
Genymobile,scrcpy,2029,https://github.com/Genymobile/scrcpy/pull/2029,CLOSED,81.39,1,227,218,0,3,3,4
Genymobile,scrcpy,1973,https://github.com/Genymobile/scrcpy/pull/1973,CLOSED,183.5,1,33,0,204,3,3,1
Genymobile,scrcpy,1838,https://github.com/Genymobile/scrcpy/pull/1838,CLOSED,11818.83,5,29,14,426,3,3,1
Genymobile,scrcpy,1783,https://github.com/Genymobile/scrcpy/pull/1783,CLOSED,206.78,1,1,1,91,3,2,1
Genymobile,scrcpy,1723,https://github.com/Genymobile/scrcpy/pull/1723,CLOSED,426.55,1,727,0,0,4,13,8
Genymobile,scrcpy,1716,https://github.com/Genymobile/scrcpy/pull/1716,CLOSED,15545.62,1,19,7,24,2,3,4
Genymobile,scrcpy,1670,https://github.com/Genymobile/scrcpy/pull/1670,CLOSED,400.1,1,6,1,0,2,4,1
Genymobile,scrcpy,1626,https://github.com/Genymobile/scrcpy/pull/1626,CLOSED,340.63,2,717,1,53,3,18,14
Genymobile,scrcpy,1482,https://github.com/Genymobile/scrcpy/pull/1482,CLOSED,22.0,1,3,0,67,3,1,1
Genymobile,scrcpy,1325,https://github.com/Genymobile/scrcpy/pull/1325,CLOSED,672.44,9,75,12,347,4,8,1
Genymobile,scrcpy,1313,https://github.com/Genymobile/scrcpy/pull/1313,CLOSED,379.19,1,529,0,43,3,5,7
Genymobile,scrcpy,1296,https://github.com/Genymobile/scrcpy/pull/1296,CLOSED,210.67,11,211,20,323,2,1,9
Genymobile,scrcpy,1263,https://github.com/Genymobile/scrcpy/pull/1263,CLOSED,2.19,6,26,21,102,3,6,4
Genymobile,scrcpy,1226,https://github.com/Genymobile/scrcpy/pull/1226,CLOSED,1578.38,9,97,12,295,2,22,5
Genymobile,scrcpy,1223,https://github.com/Genymobile/scrcpy/pull/1223,CLOSED,355.23,12,81,14,74,5,11,1
Genymobile,scrcpy,1188,https://github.com/Genymobile/scrcpy/pull/1188,CLOSED,358.37,1,17,0,471,3,8,3
Genymobile,scrcpy,1177,https://github.com/Genymobile/scrcpy/pull/1177,CLOSED,649.24,14,151,22,293,3,13,1
Genymobile,scrcpy,1151,https://github.com/Genymobile/scrcpy/pull/1151,CLOSED,272.31,17,180,75,281,3,13,7
Genymobile,scrcpy,1031,https://github.com/Genymobile/scrcpy/pull/1031,CLOSED,38.73,1,7,3,605,3,5,1
Genymobile,scrcpy,1002,https://github.com/Genymobile/scrcpy/pull/1002,CLOSED,71.78,4,41,14,412,3,6,3
Genymobile,scrcpy,967,https://github.com/Genymobile/scrcpy/pull/967,CLOSED,111.8,4,99,2,35,2,3,1
Genymobile,scrcpy,965,https://github.com/Genymobile/scrcpy/pull/965,CLOSED,88.52,1,1,1,0,2,3,2
Genymobile,scrcpy,934,https://github.com/Genymobile/scrcpy/pull/934,CLOSED,147.29,2,582,0,68,2,5,3
Genymobile,scrcpy,927,https://github.com/Genymobile/scrcpy/pull/927,CLOSED,79.96,4,5,5,128,2,1,10
Genymobile,scrcpy,848,https://github.com/Genymobile/scrcpy/pull/848,CLOSED,5486.77,3,97,29,456,3,13,6
Genymobile,scrcpy,824,https://github.com/Genymobile/scrcpy/pull/824,CLOSED,12856.48,15,207,138,9,2,16,2
Genymobile,scrcpy,542,https://github.com/Genymobile/scrcpy/pull/542,CLOSED,30.03,1,5,3,144,2,2,1
Genymobile,scrcpy,478,https://github.com/Genymobile/scrcpy/pull/478,CLOSED,5244.15,1,11,1,51,3,6,1
Genymobile,scrcpy,418,https://github.com/Genymobile/scrcpy/pull/418,CLOSED,691.33,4,32,4,130,4,12,5
Genymobile,scrcpy,412,https://github.com/Genymobile/scrcpy/pull/412,MERGED,1.97,6,44,15,201,2,4,2
Genymobile,scrcpy,296,https://github.com/Genymobile/scrcpy/pull/296,CLOSED,34232.27,2,16,0,182,6,4,6
Genymobile,scrcpy,292,https://github.com/Genymobile/scrcpy/pull/292,CLOSED,812.25,5,74,9,100,3,21,4
Genymobile,scrcpy,261,https://github.com/Genymobile/scrcpy/pull/261,MERGED,90.32,1,6,0,46,2,0,1
Genymobile,scrcpy,254,https://github.com/Genymobile/scrcpy/pull/254,CLOSED,36.2,2,10,1,628,2,1,1
Genymobile,scrcpy,252,https://github.com/Genymobile/scrcpy/pull/252,CLOSED,2.87,3,15,1,164,3,1,1
Genymobile,scrcpy,245,https://github.com/Genymobile/scrcpy/pull/245,CLOSED,10352.62,3,37,0,298,8,23,12
Genymobile,scrcpy,236,https://github.com/Genymobile/scrcpy/pull/236,CLOSED,329.26,4,93,14,293,2,8,12
Genymobile,scrcpy,226,https://github.com/Genymobile/scrcpy/pull/226,CLOSED,97.43,7,278,231,338,2,6,9
Genymobile,scrcpy,142,https://github.com/Genymobile/scrcpy/pull/142,CLOSED,2483.47,1,4,0,156,2,1,1
Genymobile,scrcpy,133,https://github.com/Genymobile/scrcpy/pull/133,CLOSED,718.51,6,229,0,164,2,14,4
Genymobile,scrcpy,85,https://github.com/Genymobile/scrcpy/pull/85,MERGED,56.01,3,11,0,255,5,9,1
Genymobile,scrcpy,56,https://github.com/Genymobile/scrcpy/pull/56,CLOSED,369.25,1,39,4,235,2,3,5
Genymobile,scrcpy,29,https://github.com/Genymobile/scrcpy/pull/29,CLOSED,33.98,1,8,0,195,2,7,5
Genymobile,scrcpy,5455,https://github.com/Genymobile/scrcpy/pull/5455,MERGED,309.37,37,1924,587,7113,6,37,4
Genymobile,scrcpy,5332,https://github.com/Genymobile/scrcpy/pull/5332,CLOSED,1188.14,2,4,4,28,3,1,1
langflow-ai,langflow,10142,https://github.com/langflow-ai/langflow/pull/10142,MERGED,8.11,58,484,100,237,2,3,1
langflow-ai,langflow,10112,https://github.com/langflow-ai/langflow/pull/10112,MERGED,74.52,2,144,14,2237,3,3,4
langflow-ai,langflow,10143,https://github.com/langflow-ai/langflow/pull/10143,MERGED,1.33,1,33,39,101,1,3,1
langflow-ai,langflow,10137,https://github.com/langflow-ai/langflow/pull/10137,MERGED,1.12,2,34,34,620,4,3,2
langflow-ai,langflow,10116,https://github.com/langflow-ai/langflow/pull/10116,MERGED,14.28,2,3,2,742,2,5,2
langflow-ai,langflow,8896,https://github.com/langflow-ai/langflow/pull/8896,CLOSED,2132.93,2,1,11,206,5,2,1
langflow-ai,langflow,10010,https://github.com/langflow-ai/langflow/pull/10010,CLOSED,166.61,20,533,49,1403,2,3,1
langflow-ai,langflow,8913,https://github.com/langflow-ai/langflow/pull/8913,CLOSED,2119.46,1,121,37,1610,3,4,1
langflow-ai,langflow,7236,https://github.com/langflow-ai/langflow/pull/7236,CLOSED,4659.62,9,1187,1804,494,2,2,1
langflow-ai,langflow,10094,https://github.com/langflow-ai/langflow/pull/10094,MERGED,24.29,154,857,623,1120,2,3,3
langflow-ai,langflow,10048,https://github.com/langflow-ai/langflow/pull/10048,MERGED,72.5,6,78,35,2248,2,4,1
langflow-ai,langflow,10066,https://github.com/langflow-ai/langflow/pull/10066,MERGED,50.21,14,212,131,931,3,7,2
langflow-ai,langflow,10091,https://github.com/langflow-ai/langflow/pull/10091,MERGED,24.23,7,4,31,1870,3,3,1
langflow-ai,langflow,10099,https://github.com/langflow-ai/langflow/pull/10099,MERGED,15.58,2,14,11,1451,2,3,1
langflow-ai,langflow,10068,https://github.com/langflow-ai/langflow/pull/10068,MERGED,29.46,15,379,17,901,3,6,4
langflow-ai,langflow,10092,https://github.com/langflow-ai/langflow/pull/10092,MERGED,4.75,5,19,8,2076,3,5,3
langflow-ai,langflow,9919,https://github.com/langflow-ai/langflow/pull/9919,MERGED,334.38,8,26,23,1262,3,5,1
langflow-ai,langflow,10078,https://github.com/langflow-ai/langflow/pull/10078,MERGED,20.15,4,165,9,2814,3,4,2
langflow-ai,langflow,10083,https://github.com/langflow-ai/langflow/pull/10083,MERGED,14.41,2,58,0,60,2,3,1
langflow-ai,langflow,10069,https://github.com/langflow-ai/langflow/pull/10069,MERGED,22.55,5,460,0,944,2,3,2
langflow-ai,langflow,10050,https://github.com/langflow-ai/langflow/pull/10050,MERGED,42.99,12,20,20,703,2,5,1
langflow-ai,langflow,10028,https://github.com/langflow-ai/langflow/pull/10028,MERGED,67.33,166,11843,4293,1464,3,4,10
langflow-ai,langflow,10051,https://github.com/langflow-ai/langflow/pull/10051,MERGED,42.04,5,205,47,706,6,3,8
langflow-ai,langflow,10026,https://github.com/langflow-ai/langflow/pull/10026,MERGED,66.55,3,2,2,945,3,4,1
langflow-ai,langflow,9647,https://github.com/langflow-ai/langflow/pull/9647,MERGED,731.71,6,18,18,6203,1,3,1
langflow-ai,langflow,9901,https://github.com/langflow-ai/langflow/pull/9901,MERGED,355.35,9,1040,43,3040,4,6,14
langflow-ai,langflow,10020,https://github.com/langflow-ai/langflow/pull/10020,MERGED,70.04,2,4,2,1095,2,2,2
langflow-ai,langflow,9347,https://github.com/langflow-ai/langflow/pull/9347,MERGED,1256.25,1,2,0,551,2,3,2
langflow-ai,langflow,9885,https://github.com/langflow-ai/langflow/pull/9885,MERGED,383.56,1,1,1,1085,3,4,2
langflow-ai,langflow,9886,https://github.com/langflow-ai/langflow/pull/9886,MERGED,382.51,7,14,7,2958,3,4,2
langflow-ai,langflow,10041,https://github.com/langflow-ai/langflow/pull/10041,MERGED,38.38,3,43,0,884,3,7,2
langflow-ai,langflow,9975,https://github.com/langflow-ai/langflow/pull/9975,MERGED,140.07,7,622,475,2312,3,3,3
langflow-ai,langflow,9458,https://github.com/langflow-ai/langflow/pull/9458,MERGED,28.34,13,379,289,4954,3,4,13
langflow-ai,langflow,9088,https://github.com/langflow-ai/langflow/pull/9088,MERGED,654.68,53,7473,605,1713,4,6,9
langflow-ai,langflow,9233,https://github.com/langflow-ai/langflow/pull/9233,MERGED,1.36,2,33,3,2626,4,5,2
langflow-ai,langflow,10003,https://github.com/langflow-ai/langflow/pull/10003,MERGED,98.92,26,57,51,3663,3,6,3
langflow-ai,langflow,9962,https://github.com/langflow-ai/langflow/pull/9962,MERGED,161.89,4,543,8,2678,2,3,3
langflow-ai,langflow,10043,https://github.com/langflow-ai/langflow/pull/10043,MERGED,5.77,3,85,8,400,2,3,1
langflow-ai,langflow,9988,https://github.com/langflow-ai/langflow/pull/9988,MERGED,113.7,11,1143,140,882,2,4,3
langflow-ai,langflow,10032,https://github.com/langflow-ai/langflow/pull/10032,MERGED,23.09,2,2,5,136,2,3,4
langflow-ai,langflow,10009,https://github.com/langflow-ai/langflow/pull/10009,MERGED,89.35,1,15,9,1335,3,4,3
langflow-ai,langflow,9891,https://github.com/langflow-ai/langflow/pull/9891,MERGED,331.33,36,2159,66,3228,5,10,37
langflow-ai,langflow,8655,https://github.com/langflow-ai/langflow/pull/8655,MERGED,2448.65,2,1411,0,359,2,2,2
langflow-ai,langflow,9900,https://github.com/langflow-ai/langflow/pull/9900,MERGED,314.07,2,35,12,607,2,3,2
langflow-ai,langflow,10034,https://github.com/langflow-ai/langflow/pull/10034,MERGED,18.64,1,1,4,1959,3,2,1
langflow-ai,langflow,10024,https://github.com/langflow-ai/langflow/pull/10024,MERGED,23.22,2,140,137,1639,3,4,2
langflow-ai,langflow,10044,https://github.com/langflow-ai/langflow/pull/10044,MERGED,1.33,4,400,1,873,2,2,2
langflow-ai,langflow,9868,https://github.com/langflow-ai/langflow/pull/9868,MERGED,360.31,13,1155,496,715,5,2,4
langflow-ai,langflow,10021,https://github.com/langflow-ai/langflow/pull/10021,MERGED,25.29,3,303,2,2039,3,3,2
langflow-ai,langflow,9926,https://github.com/langflow-ai/langflow/pull/9926,MERGED,263.91,33,420,95,930,2,3,1
langflow-ai,langflow,9799,https://github.com/langflow-ai/langflow/pull/9799,MERGED,481.07,1,1,0,810,3,3,3
langflow-ai,langflow,10016,https://github.com/langflow-ai/langflow/pull/10016,MERGED,39.97,1,5,6,738,2,2,3
langflow-ai,langflow,8355,https://github.com/langflow-ai/langflow/pull/8355,CLOSED,2849.0,7,256,64,4002,2,1,1
langflow-ai,langflow,9443,https://github.com/langflow-ai/langflow/pull/9443,CLOSED,997.39,157,12163,60,6803,2,9,1
langflow-ai,langflow,10030,https://github.com/langflow-ai/langflow/pull/10030,MERGED,5.65,1,876,178,101,1,3,1
langflow-ai,langflow,10029,https://github.com/langflow-ai/langflow/pull/10029,MERGED,5.71,3,44,0,1189,2,8,3
langflow-ai,langflow,10025,https://github.com/langflow-ai/langflow/pull/10025,MERGED,5.05,152,637,899,984,2,8,2
langflow-ai,langflow,9902,https://github.com/langflow-ai/langflow/pull/9902,MERGED,290.89,29,4714,3487,4577,4,4,2
langflow-ai,langflow,10008,https://github.com/langflow-ai/langflow/pull/10008,MERGED,67.31,18,54,46,1722,3,3,2
langflow-ai,langflow,9971,https://github.com/langflow-ai/langflow/pull/9971,CLOSED,121.5,3,2,2,333,3,2,2
langflow-ai,langflow,9984,https://github.com/langflow-ai/langflow/pull/9984,CLOSED,40.84,1,33,6,743,1,2,1
langflow-ai,langflow,9991,https://github.com/langflow-ai/langflow/pull/9991,MERGED,16.95,1,17,6,692,2,2,5
langflow-ai,langflow,10006,https://github.com/langflow-ai/langflow/pull/10006,MERGED,1.23,168,243,287,1774,2,3,1
langflow-ai,langflow,9998,https://github.com/langflow-ai/langflow/pull/9998,MERGED,5.71,1,0,75,530,2,4,1
langflow-ai,langflow,10002,https://github.com/langflow-ai/langflow/pull/10002,CLOSED,1.32,182,177,232,1421,2,7,2
langflow-ai,langflow,9985,https://github.com/langflow-ai/langflow/pull/9985,MERGED,18.96,1,1,1,828,2,2,2
langflow-ai,langflow,9521,https://github.com/langflow-ai/langflow/pull/9521,MERGED,765.96,125,4005,2486,899,3,62,8
langflow-ai,langflow,8812,https://github.com/langflow-ai/langflow/pull/8812,MERGED,2067.64,6,964,9,698,2,6,1
langflow-ai,langflow,9967,https://github.com/langflow-ai/langflow/pull/9967,MERGED,28.75,1,4,2,1279,2,2,2
langflow-ai,langflow,9966,https://github.com/langflow-ai/langflow/pull/9966,MERGED,26.33,17,250,165,3466,2,4,2
langflow-ai,langflow,9954,https://github.com/langflow-ai/langflow/pull/9954,MERGED,45.89,1,14,0,1950,2,4,4
langflow-ai,langflow,9980,https://github.com/langflow-ai/langflow/pull/9980,MERGED,2.93,1,44,4,735,2,2,2
langflow-ai,langflow,9969,https://github.com/langflow-ai/langflow/pull/9969,MERGED,20.42,17,45,43,1227,3,3,2
langflow-ai,langflow,9783,https://github.com/langflow-ai/langflow/pull/9783,MERGED,363.6,7,121,57,716,2,5,3
langflow-ai,langflow,9916,https://github.com/langflow-ai/langflow/pull/9916,MERGED,143.38,1,3,4,655,2,4,2
langflow-ai,langflow,9917,https://github.com/langflow-ai/langflow/pull/9917,MERGED,141.11,2,8,2,1697,2,2,2
langflow-ai,langflow,9948,https://github.com/langflow-ai/langflow/pull/9948,MERGED,44.89,1,3,1,766,2,4,1
langflow-ai,langflow,9965,https://github.com/langflow-ai/langflow/pull/9965,MERGED,1.0,31,380,45,138,2,2,1
langflow-ai,langflow,9953,https://github.com/langflow-ai/langflow/pull/9953,MERGED,7.01,2,4,1,785,3,5,2
langflow-ai,langflow,9957,https://github.com/langflow-ai/langflow/pull/9957,MERGED,3.44,4,40,5,1760,3,4,1
langflow-ai,langflow,9943,https://github.com/langflow-ai/langflow/pull/9943,MERGED,25.78,1,14,11,1563,3,4,1
langflow-ai,langflow,9952,https://github.com/langflow-ai/langflow/pull/9952,MERGED,1.05,21,462,176,1644,3,3,2
langflow-ai,langflow,9781,https://github.com/langflow-ai/langflow/pull/9781,MERGED,336.26,7,90,43,1018,2,3,2
langflow-ai,langflow,9947,https://github.com/langflow-ai/langflow/pull/9947,MERGED,22.12,2,29,10,1283,4,4,2
langflow-ai,langflow,9932,https://github.com/langflow-ai/langflow/pull/9932,MERGED,87.53,5,614,0,1602,2,2,1
langflow-ai,langflow,9931,https://github.com/langflow-ai/langflow/pull/9931,MERGED,77.49,3,607,32,932,2,5,4
langflow-ai,langflow,9944,https://github.com/langflow-ai/langflow/pull/9944,MERGED,5.55,2,14,11,335,2,3,1
langflow-ai,langflow,9846,https://github.com/langflow-ai/langflow/pull/9846,MERGED,240.99,1,401,0,1114,2,2,2
langflow-ai,langflow,8574,https://github.com/langflow-ai/langflow/pull/8574,CLOSED,2290.0,2,43,0,2174,2,1,1
langflow-ai,langflow,9578,https://github.com/langflow-ai/langflow/pull/9578,MERGED,493.38,1,15,16,2023,3,2,2
langflow-ai,langflow,9928,https://github.com/langflow-ai/langflow/pull/9928,CLOSED,6.09,2,42,15,967,1,4,1
langflow-ai,langflow,9927,https://github.com/langflow-ai/langflow/pull/9927,MERGED,4.57,17,40,40,534,2,3,1
langflow-ai,langflow,9923,https://github.com/langflow-ai/langflow/pull/9923,MERGED,13.38,6,30,34,662,3,3,2
langflow-ai,langflow,9921,https://github.com/langflow-ai/langflow/pull/9921,MERGED,14.71,3,144,111,1008,3,3,2
langflow-ai,langflow,9336,https://github.com/langflow-ai/langflow/pull/9336,MERGED,87.61,1,29,0,582,4,6,7
langflow-ai,langflow,9889,https://github.com/langflow-ai/langflow/pull/9889,MERGED,50.95,350,11593,8357,1078,10,24,29
langflow-ai,langflow,9908,https://github.com/langflow-ai/langflow/pull/9908,MERGED,19.57,2,4,3,501,3,3,1
